1	0.081677
2	0.065751
3	0.047387
4	0.049084
5	0.060782
6	0.047058
7	0.025010
8	0.018889
9	0.022593
10	0.032788
11	0.018344
12	0.020782
13	0.022006
14	0.017037
15	0.014835
16	0.016296
17	0.030957
18	0.014640
19	0.013158
20	0.012613
21	0.041852
22	0.012397
23	0.023333
24	0.021307
25	0.015381
26	0.012047
27	0.015926
28	0.010936
29	0.012767
30	0.023899
31	0.020195
32	0.015926
33	0.012047
34	0.010566
35	0.007737
36	0.006492
37	0.007603
38	0.013704
39	0.008519
40	0.007973
41	0.007603
42	0.007994
43	0.008539
44	0.006862
45	0.009455
46	0.007037
47	0.006471
48	0.007407
49	0.007407
50	0.007037
51	0.009455
52	0.007757
53	0.010741
54	0.009805
55	0.008519
56	0.007212
57	0.007407
58	0.017233
59	0.008302
60	0.013158
61	0.007603
62	0.006276
63	0.009084
64	0.006667
65	0.012222
66	0.010000
67	0.014640
68	0.011852
69	0.012593
70	0.010370
71	0.009259
72	0.010370
73	0.006842
74	0.008519
75	0.009455
76	0.009455
77	0.007037
78	0.010370
79	0.010895
