1	0.010274
2	0.033219
3	0.012509
4	0.012253
5	0.009925
6	0.009419
7	0.006478
8	0.010087
9	0.018599
10	0.004430
11	0.008997
12	0.006159
13	0.007789
14	0.006865
15	0.007052
16	0.006482
17	0.007018
18	0.008747
19	0.008142
20	0.009474
21	0.007121
22	0.008364
23	0.006767
24	0.006409
25	0.005652
26	0.006291
27	0.006827
28	0.008265
29	0.008683
30	0.005839
31	0.007048
32	0.006134
33	0.023396
34	0.013884
35	0.012760
36	0.017621
37	0.018284
38	0.020877
39	0.018471
40	0.015313
41	0.013020
42	0.020038
43	0.017646
44	0.019826
45	0.016590
46	0.019698
47	0.014714
